serie_id,score,nivel_alerta,c1_desviacion,c2_cusum,c3_engine_date,c4_if,c5_error_prev,c6_crecimiento,c7_costo,razones,cusum_final,z_score_reciente,aceleracion_3m,cohorte_ratio_max,if_score_reciente,fecha_calculo
"888evo5||Coolant pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",59.05197100924082,MEDIA,1.0,1.0,0.0,0.027440557035666155,1.0,0.876825205654624,0.007947383972375415,Desv.stat=133333333.3σ | CUSUM=399999998.5 | ErrFcPrev>50% | Crec=2.1x,399999998.5,133333333.33333334,-0.4999999999999997,1.0,0.020692122033285448,2026-05-14 05:54
888evo5||Intake manifold pressure sender||ELECTRICAL FAULT,51.24571678819485,MEDIA,1.0,1.0,0.0,0.04199163762200379,0.047649801042551274,1.0,0.0069201172744093745,Desv.stat=266666666.7σ | CUSUM=799999998.5 | Crec=2.4x,799999998.5,266666666.66666666,1.5000000000000002,1.0,0.03166466660726478,2026-05-14 05:54
888evo5||Ignition coil||ELECTRICAL FAULT,50.675198854190185,MEDIA,1.0,1.0,0.0,0.05810976978793983,0.21140440948893197,0.7857748289609933,0.01799884067174567,Desv.stat=466666666.7σ | CUSUM=1499999999.0 | Crec=2.0x,1499999999.0,466666666.6666667,6.000000000000002,1.0,0.043818878975937836,2026-05-14 05:54
"888G3||Cylinder block||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",47.59450268977506,MEDIA,0.0,4.033207406863427e-08,1.0,0.8123969092208649,1.0,0.06531287558691874,1.0,Cohorte=1.00x | IF=anomalía | ErrFcPrev>50% | CostoAlto,12.09962216009217,-0.5586580419080995,-3.4999999999999982,1.0000000000000002,0.6126047646632246,2026-05-14 05:54
211evo2||Cylinder block||LEAKING,46.380236648933014,MEDIA,1.0,1.0,0.0,0.15505239304330584,0.2876972307408628,0.12918998359381786,0.1646367320827974,Desv.stat=100000000.0σ | CUSUM=299999998.5,299999998.5,100000000.0,-1.0,1.0,0.11692047775250773,2026-05-14 05:54
"888evo4||Thermostat housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",45.399813124584,MEDIA,7.791645491111358e-09,3.2880583634233003e-07,1.0,1.0,0.5919124777509643,0.0,0.9350852840920488,Cohorte=1.00x | IF=anomalía | ErrFcPrev>50% | CostoAlto,98.64175040949026,0.5480123995415024,-17.499999999999996,1.0000000000000002,0.8127795720133878,2026-05-14 05:54
"888evo5||Coolant pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",45.033803940432904,MEDIA,0.947867298578193,0.6666666683333333,0.0,0.00988662604574761,0.18184446785931918,1.0,0.011242577187268513,Desv.stat=66666666.7σ | CUSUM=199999999.5 | Crec=2.3x,199999999.5,66666666.66666667,1.0000000000000004,1.0,0.007455215736698384,2026-05-14 05:54
"211evo2||ACF valve||STIFF (STICKS, JAMS,SEIZED)",44.69047480582798,MEDIA,1.0,1.0,0.0,0.06970781211357366,0.23918166445864947,0.25422709329281784,0.007862529474614448,Desv.stat=100000000.0σ | CUSUM=299999998.5,299999998.5,100000000.0,-1.0,1.0,0.05256462370835335,2026-05-14 05:54
"888evo4||Cylinder head gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",44.36988005471253,MEDIA,1.0,1.0,0.0,0.15477308397892292,0.021352570687710765,0.25781254898065803,0.05393266655322975,Desv.stat=133333333.3σ | CUSUM=399999999.0,399999999.0,133333333.33333334,0.5000000000000002,1.0,0.11670985895064805,2026-05-14 05:54
888evo5||High pressure pump||ELECTRICAL FAULT,43.30985886899893,MEDIA,0.947867298578193,0.6666666683333333,0.0,0.028712170579451333,0.3088868012617771,0.7167834842423612,0.02176701800728688,Desv.stat=66666666.7σ | CUSUM=199999999.5 | Crec=1.9x,199999999.5,66666666.66666667,1.0000000000000004,1.0,0.021651008640178365,2026-05-14 05:54
"888evo4||Oil filler neck||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",43.203125074768394,MEDIA,1.0,1.0,0.0,0.1352276822079322,0.03553496143303823,0.20924590570592688,0.004744249304005505,Desv.stat=100000000.0σ | CUSUM=299999998.5,299999998.5,100000000.0,-0.4999999999999997,1.0,0.10197124274437848,2026-05-14 05:54
888G3||Thermostat housing||LEAKING,43.100211616779724,MEDIA,5.198888619874955e-08,1.0,1.0,0.19103343580052926,0.07296455162383556,0.4733584719416497,0.055336873606856504,CUSUM=1499999997.5 | Cohorte=1.00x,1499999997.4999998,3.6565516626454087,1.5000000000000007,1.0000000000000002,0.14405273044874947,2026-05-14 05:54
888evo4||Intake air temperature sensor||ELECTRICAL FAULT,42.87235028200321,MEDIA,1.0,1.0,0.0,0.13473394607713757,0.0060924499894357215,0.20533877371056738,0.007110426783838594,Desv.stat=133333333.3σ | CUSUM=399999998.5,399999998.5,133333333.33333334,-1.0,1.0,0.10159893075897068,2026-05-14 05:54
211evo2||Turbocharger||NOISY,42.27155611011898,MEDIA,1.0,1.0,0.0,0.07948699965029679,0.010578345861189536,0.2237182657490692,0.016234308557901287,Desv.stat=100000000.0σ | CUSUM=299999998.5,299999998.5,100000000.0,-0.4999999999999997,1.0,0.05993882320558841,2026-05-14 05:54
"888evo4||Cylinder block||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",42.13431653243047,MEDIA,8.775211671706562e-09,6.585589172446711e-08,1.0,0.9610449745504127,0.22890819167274665,0.04228905728630817,1.0,Cohorte=1.00x | IF=anomalía | CostoAlto,19.756767418556297,0.6171898875766989,-2.999999999999997,1.0000000000000002,0.724695926071243,2026-05-14 05:54
"888G3||Valve stem seal||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",41.57154391857058,MEDIA,3.185059997812621e-08,2.3635444794904261e-07,1.0,1.0,0.157153902717852,0.0,1.0,Cohorte=1.00x | IF=anomalía | CostoAlto,70.90633403018111,2.2401588651282247,-16.499999999999996,1.0000000000000002,0.7974861476133136,2026-05-14 05:54
"888G3||Cylinder head||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",41.180751003063655,MEDIA,1.0137704027519643e-08,2.217830178783958e-07,1.0,0.6646912614209264,0.6287121609709051,0.04948947952920388,1.0,Cohorte=1.00x | IF=anomalía | ErrFcPrev>50% | CostoAlto,66.53490503084421,0.7130185166022196,-2.499999999999999,1.0000000000000002,0.5012242527694867,2026-05-14 05:54
"211evo2||Oil filter||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",38.6639696030937,MEDIA,0.0,0.0,1.0,0.5600128297661738,0.1300287979556208,1.0,0.10543293968906729,Cohorte=1.00x | IF=anomalía | Crec=2.5x,0.0,-0.5882124870781513,3.000000000000001,1.0000000000000002,0.4222893069796558,2026-05-14 05:54
"888evo5||Oil return pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",37.21585322340138,MEDIA,0.0,0.0,1.0,0.04149619927429745,0.9370059912894226,1.0,0.017544740355512577,Cohorte=1.00x | ErrFcPrev>50% | Crec=2.3x,0.0,0.0,-0.5,1.0000000000000002,0.031291071029835936,2026-05-14 05:54
"211evo2||ACF valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",36.89660116230361,MEDIA,3.6112600602646246e-08,9.252297584682995e-08,1.0,0.9999510960594042,0.0353239785502712,0.0,0.568023794515681,Cohorte=1.00x | IF=anomalía | CostoAlto,27.756892615264523,2.5399195757194692,2.0,1.0000000000000002,0.7540338951605553,2026-05-14 05:54
"888G3||Dipstick||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",36.25744249551769,MEDIA,2.1327733552073786e-08,3.901074481399291e-07,1.0,1.0,0.15394758283096643,0.10445139110642254,0.18306781568027633,Cohorte=1.00x | IF=anomalía,117.03223385681756,1.5000505931625328,-5.499999999999997,1.0000000000000002,0.7543691409082673,2026-05-14 05:54
888evo4||Coolant pipe||LEAKING,34.25892830315175,MEDIA,5.782252935214338e-08,2.6807810468928816e-07,1.0,0.7127943561624538,0.09430757346718294,0.29445878524954633,0.3331046386083971,Cohorte=1.00x | IF=anomalía,80.42343100466928,4.066851231100777,14.500000000000005,1.0000000000000002,0.5374973905660938,2026-05-14 05:54
888evo4||Injector||INEFFECTIVE,33.109237314788345,MEDIA,4.753803937020014e-09,1.2973928454447007e-07,1.0,0.6417827705478291,0.6590978171359285,0.0,0.07599370171659518,Cohorte=1.00x | IF=anomalía | ErrFcPrev>50%,38.92178516873209,0.33435087690374315,-5.499999999999997,1.0000000000000002,0.4839496293670384,2026-05-14 05:54
"211evo2||Oil pressure switch||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",31.732426390885593,BAJA,2.3456115388204306e-10,0.0,1.0,0.4137619525865099,0.2532827366563769,0.5232330946141855,0.11085608628621382,Cohorte=1.00x | Crec=1.7x,0.0,0.016497467823037137,10.000000000000002,1.0000000000000002,0.3120057950909117,2026-05-14 05:54
"888evo4||Injector||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",31.063972873016144,BAJA,2.438108935007196e-08,4.8490646302945404e-08,1.0,0.657947342411421,0.014354599363237927,0.0,0.5919150872420236,Cohorte=1.00x | IF=anomalía | CostoAlto,14.547193818147651,1.7148032842884058,-3.999999999999997,1.0000000000000002,0.4961388605543832,2026-05-14 05:54
888G3||Valve stem seal||LEAKING,30.66104031855029,BAJA,2.9632287430514407e-08,6.970252338421914e-08,1.0,0.5296799945781878,0.10895856274490216,0.13694705605189364,0.49044103291977315,Cohorte=1.00x | IF=anomalía,20.910756910711957,2.084137549279527,0.5000000000000002,1.0000000000000002,0.3994162025266541,2026-05-14 05:54
"211evo2||Fuel pressure sender||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",30.332693843435855,BAJA,1.0689046084264932e-08,9.312990111327915e-08,1.0,0.6689896963695358,0.2991035491476071,0.0,0.12110395294481621,Cohorte=1.00x | IF=anomalía,27.938970194288895,0.7517962412599718,-4.999999999999998,1.0000000000000002,0.5044655769304051,2026-05-14 05:54
888G3||Throttle valve control part||ELECTRICAL FAULT,30.07857262807425,BAJA,0.0,1.7628800971510885e-09,1.0,0.13374422107337938,0.9835675954692447,0.225019606645177,0.03362620045754819,Cohorte=1.00x | ErrFcPrev>50%,0.5288640265010064,-0.6585046041517039,-1.4999999999999998,1.0000000000000002,0.10085260806112824,2026-05-14 05:54
"888G3||Oil separator||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",29.598793369637473,BAJA,3.517922810948741e-08,2.7080235008371493e-07,1.0,0.6659584805297502,0.09054177742005251,0.0,0.29650948105054115,Cohorte=1.00x | IF=anomalía,81.24070461891095,2.474272377033964,-0.9999999999999944,1.0000000000000002,0.5021798256614148,2026-05-14 05:54
888evo4||Ignition coil||ELECTRICAL FAULT,29.145959597500397,BAJA,6.7084226809886056e-09,4.618010785112967e-08,1.0,0.21166161485887844,1.0,0.030479373396909155,0.022744837340770097,Cohorte=1.00x | ErrFcPrev>50%,13.854032286068739,0.4718257285628683,-3.500000000000001,1.0000000000000002,0.15960783736021025,2026-05-14 05:54
211evo2||Oil separator||LEAKING,28.72230932750185,BAJA,2.5579086111884944e-08,9.74273117732603e-08,1.0,0.18505431303899014,1.0,0.0,0.07204796757071022,Cohorte=1.00x | ErrFcPrev>50%,29.228193385837123,1.7990623898692528,-2.5000000000000004,1.0000000000000002,0.1395440487309201,2026-05-14 05:54
"888G3||Ignition coil||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",28.659065293164893,BAJA,0.0,0.0,1.0,0.10007215906754181,0.9955988129618994,0.15073370958648197,0.024130743044988145,Cohorte=1.00x | ErrFcPrev>50%,0.0,-0.03891389354687525,-3.0000000000000004,1.0000000000000002,0.07546149026306233,2026-05-14 05:54
"211evo2||Engine Oil||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",28.35243771990678,BAJA,0.0,0.0,1.0,0.4148120759670746,0.13459436252217674,0.3855117105181275,0.04106853462840195,Cohorte=1.00x,0.0,-0.2302371496007398,5.000000000000002,1.0000000000000002,0.31279766243939183,2026-05-14 05:54
888evo4||ACF valve||ELECTRICAL FAULT,28.067092015138943,BAJA,1.496776099056054e-08,9.529663059450563e-09,1.0,0.14803104372555365,1.0,0.023488579976615687,0.033587605149498684,Cohorte=1.00x | ErrFcPrev>50%,2.858898903540674,1.0527325230027649,-2.5,1.0000000000000002,0.11162588345063491,2026-05-14 05:54
888evo4||Oil separator||LEAKING,28.06669355917156,BAJA,7.189450561342794e-08,2.261490214643373e-07,0.0,1.0,0.30666880505990635,0.0,1.0,IF=anomalía | CostoAlto,67.84470610007766,5.0565802281444645,181.00000000000003,1.0,0.9741991991207152,2026-05-14 05:54
"211evo2||Impulse sender for camshaft||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",27.952673619440922,BAJA,0.0,5.569086365613291e-08,1.0,0.2803728269766219,0.8033144722592381,0.0,0.019148729476302705,Cohorte=1.00x | ErrFcPrev>50%,16.707259013303577,-0.07018624004322677,-1.4999999999999998,1.0000000000000002,0.2114209541401406,2026-05-14 05:54
"211evo2||Oil separator||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",27.718056195484593,BAJA,3.345445106437338e-08,1.2524159861553845e-07,1.0,0.4358370563554187,0.32112987215081257,0.03611945603182635,0.2080113900143295,Cohorte=1.00x,37.57247939679914,2.352963058194276,-4.000000000000001,1.0000000000000002,0.32865198563616904,2026-05-14 05:54
"888evo4||Oil pressure switch||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",27.67187290769073,BAJA,0.0,2.4836201002397463e-08,1.0,0.16687279739933147,0.9551076440175584,0.0,0.03549480808436169,Cohorte=1.00x | ErrFcPrev>50%,7.4508602634649375,-0.6146362943195258,-0.5000000000000003,1.0000000000000002,0.12583389919288715,2026-05-14 05:54
"888evo4||Oil separator||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",27.41338320281079,BAJA,4.9322412156103847e-08,3.12464016438724e-07,0.0,1.0,0.24133765920102487,0.0,1.0,IF=anomalía | CostoAlto,93.73920446292117,3.4690096549793266,105.00000000000004,1.0,0.9670764066658926,2026-05-14 05:54
211evo2||Fuel pressure sender||ELECTRICAL FAULT,26.98960265138224,BAJA,1.0252300103304518e-08,2.9145067443405085e-07,1.0,0.6522706217174051,0.016563234829045898,0.0,0.09192053534221956,Cohorte=1.00x | IF=anomalía,87.43520189303925,0.7210784405990891,-4.9999999999999964,1.0000000000000002,0.49185821139712377,2026-05-14 05:54
"888evo4||Ignition coil||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",26.81521945103631,BAJA,1.3788997234434033e-08,2.4134595442089397e-07,1.0,0.32476140009052407,0.5900036297160185,0.0,0.04927934154126147,Cohorte=1.00x | ErrFcPrev>50%,72.40378596424927,0.9698261388218666,-4.499999999999999,1.0000000000000002,0.24489307974467753,2026-05-14 05:54
211evo2||Coolant pump seals||LEAKING,26.37383068565064,BAJA,0.0,0.0,1.0,0.15532051404284614,0.4442893421007698,0.34279963263799035,0.022111616782334212,Cohorte=1.00x,0.0,0.0,-0.5000000000000003,1.0000000000000002,0.11712265996167219,2026-05-14 05:54
"888G3||High pressure pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",26.32880913242991,BAJA,0.0,0.0,1.0,0.0647135894218419,0.794942687009071,0.12958860239277145,0.09052350168182839,Cohorte=1.00x | ErrFcPrev>50%,0.0,-0.641688943802101,-0.4999999999999997,1.0000000000000002,0.04879862634669637,2026-05-14 05:54
211evo2||Gas pressore sensor||ELECTRICAL FAULT,26.2841279524045,BAJA,0.4739336492890963,0.3333333316666667,0.0,0.02973897689118159,0.22406322731261863,0.6697191021331735,0.0028288613435275525,Crec=1.8x,99999999.0,33333333.333333325,-8.498442808297854e-17,1.0,0.022425293268557245,2026-05-14 05:54
"211evo2||Turbocharger||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",26.204203865245084,BAJA,2.236259306991227e-09,8.884691350361774e-09,1.0,0.1835290900293855,0.3860742190792736,0.1246458700330994,0.3409645623632465,Cohorte=1.00x,2.6654073917814953,0.15728357125838396,-1.4999999999999991,1.0000000000000002,0.1383939226383013,2026-05-14 05:54
888evo4||Cylinder head||LEAKING,26.170038167530596,BAJA,3.604783771152368e-08,1.1472157149355098e-07,0.0,1.0,0.11898095304018726,0.0,0.9975282313979601,IF=anomalía | CostoAlto,34.416471275982936,2.535364585710515,24.500000000000025,1.0,0.9196460922467393,2026-05-14 05:54
888G3||Ignition coil||ELECTRICAL FAULT,25.87271092574341,BAJA,0.0,0.0,1.0,0.08114903367992098,0.48319062324446754,0.3773174554308881,0.0166827069461779,Cohorte=1.00x,0.0,-1.1015898404468902,-8.498442808297854e-17,1.0000000000000002,0.06119211448971784,2026-05-14 05:54
"211evo2||Cylinder block||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",25.677269296361683,BAJA,1.2300808860346696e-08,1.611201305980778e-07,0.0,0.8381332969096235,0.2838963839921001,0.04916968856654589,1.0,IF=anomalía | CostoAlto,48.33603893774315,0.8651568898443899,-6.999999999999999,1.0,0.6320118224011401,2026-05-14 05:54
888G3||Oil separator||LEAKING,25.627562287520895,BAJA,6.745788227583434e-08,9.550345024392395e-08,1.0,0.4048759822240958,0.20393042527404814,0.0,0.21317040859387906,Cohorte=1.00x,28.65103492992201,4.744537720067046,1.0000000000000036,1.0000000000000002,0.30530514455804375,2026-05-14 05:54
211evo2||Cylinder head gasket||LEAKING,25.612410324359885,BAJA,4.785825333369884e-08,3.415987136868041e-07,0.0,1.0,0.06124032184179723,0.0,1.0,IF=anomalía | CostoAlto,102.47961359364315,3.3660304844701736,9.50000000000001,1.0,0.8951204851661229,2026-05-14 05:54
"888G3||ACF valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",25.259900765724936,BAJA,6.290943878196232e-09,2.8603077904367098e-08,1.0,0.43393255115304724,0.16698587027600587,0.0,0.15164850658609952,Cohorte=1.00x,8.580923328405513,0.4424630527664712,-1.4999999999999991,1.0000000000000002,0.3272158539275716,2026-05-14 05:54
"211evo2||High pressure pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",25.25405378796456,BAJA,0.0,0.0,1.0,0.2045108016964822,0.43853438668224115,0.1261460880345481,0.10978415448592202,Cohorte=1.00x,0.0,-0.34359213400980515,0.5000000000000003,1.0000000000000002,0.15421561815703566,2026-05-14 05:54
"211evo2||Camshaft housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",25.200487237907065,BAJA,0.0,0.9999999966666666,0.0,0.17783113831314526,0.24680535970899786,0.09813880507226713,0.06645483607830192,CUSUM=299999997.5,299999997.5,-0.5388158983383893,1.0276789547548596e-16,1.0,0.13409726378771872,2026-05-14 05:54
"211evo2||Cylinder head gasket||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",25.078425081404305,BAJA,3.7031303302883825e-08,9.768888733399807e-08,0.0,0.8939317134554691,0.18815834536352885,0.0,1.0,IF=anomalía | CostoAlto,29.30666605366609,2.6045349989695126,18.500000000000007,1.0,0.6740877774530016,2026-05-14 05:54
"888evo4||Coolant pipe||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",25.0667195451855,BAJA,5.8675098210405385e-08,1.496045751249087e-07,1.0,0.42839640125263406,0.16765138303645763,0.0,0.13843287839272864,Cohorte=1.00x,44.881372313065754,4.126815240798539,4.500000000000003,1.0000000000000002,0.3230412050971919,2026-05-14 05:54
"888evo5||Cylinder block||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",24.956638598816845,BAJA,0.0,0.0,1.0,0.34228720716544897,0.1516868447848739,0.0,0.3276109536444341,Cohorte=1.00x,0.0,-1.043498384833235,1.1595000242635226e-16,1.0000000000000002,0.25810877861896825,2026-05-14 05:54
"211evo2||Injector||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",24.83033645487895,BAJA,7.616216725721813e-09,2.141000115819802e-08,1.0,0.36068493315364264,0.09792988980078791,0.0,0.3399241444443486,Cohorte=1.00x,6.423000315344404,0.5356739097091043,1.500000000000002,1.0000000000000002,0.27198196606147707,2026-05-14 05:54
"888evo5||Throttle valve control part||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",24.583506853343582,BAJA,0.0,7.357844611814292e-10,0.0,1.0,0.15667206290593302,0.0,0.752098276380016,IF=anomalía | CostoAlto,0.2207353372507521,-0.20802940079457227,-16.999999999999996,1.0,0.8565173508698942,2026-05-14 05:54
"211evo2||Camshaft oil seal toothed belt side||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",24.466276064175265,BAJA,6.0707490593198345e-09,1.916858646880587e-08,1.0,0.09609481992668643,0.7533527048239574,0.0001669484734367317,0.03714165363140536,Cohorte=1.00x | ErrFcPrev>50%,5.750575911888881,0.4269760171721645,-1.5000000000000002,1.0000000000000002,0.07246229506584485,2026-05-14 05:54
"888evo5||Injector||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",24.333386526725764,BAJA,2.31393403327647e-08,1.3716320358215636e-08,1.0,0.235665192496827,0.09703636839225183,0.2809964420112596,0.12309456956768772,Cohorte=1.00x,4.1148960868902105,1.6274669367377945,4.500000000000002,1.0000000000000002,0.17770823368504804,2026-05-14 05:54
211evo2||Cylinder block||NOISY,24.299166174093788,BAJA,2.128308562449827e-08,0.9999999983333333,0.0,0.11058757418197453,0.21646755621664193,0.06175401329879181,0.18918166194832325,CUSUM=299999998.0,299999998.0,1.4969103555897214,-0.5000000000000003,1.0,0.08339085745833048,2026-05-14 05:54
211evo2||Oil level sensor||ELECTRICAL FAULT,24.195700718569547,BAJA,0.0,4.2079476241926025e-08,1.0,0.14223647220093513,0.10153470705779498,0.4557121863855805,0.03672332831477019,Cohorte=1.00x,12.623842809458594,-0.02212411028387585,0.4999999999999998,1.0000000000000002,0.10725636642653939,2026-05-14 05:54
888G3||Oil pressure switch||LEAKING,23.67023675262995,BAJA,0.4739336492890963,0.3333333316666667,0.0,0.021520830525254792,0.19964466055655433,0.4834776017707248,0.003441481388056151,Normal,99999999.0,33333333.333333325,-8.498442808297854e-17,1.0,0.01622822929240934,2026-05-14 05:54
211evo2||Sump upper part||LEAKING,23.616438949974444,BAJA,3.436018914395713e-08,1.0,0.0,0.03702045677381592,0.21748074953852953,0.2170064814434313,0.0260256531136654,CUSUM=899999998.0,899999998.0,2.416666636458334,1.5000000000000009,1.0,0.02791604442636168,2026-05-14 05:54
"888G3||Oil filler cap||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",23.58625523413553,BAJA,0.0,0.0,1.0,0.06873891865287575,0.25092529831556876,0.407708456394468,0.0019923946434170963,Cohorte=1.00x,0.0,0.0,-8.498442808297854e-17,1.0000000000000002,0.051834009468272324,2026-05-14 05:54
888evo4||Oil filter||LEAKING,23.53561878746012,BAJA,0.0,0.0,1.0,0.1600395791248733,0.22254165539083973,0.2498491600008933,0.07391743355226985,Cohorte=1.00x,0.0,-0.39645582924159434,-1.4999999999999991,1.0000000000000002,0.1206811690121045,2026-05-14 05:54
888evo5||Fuel pressure sender||ELECTRICAL FAULT,23.408635417961584,BAJA,6.911641515394782e-08,4.6649587578885016e-08,0.0,0.49628781730627836,0.16753710525507523,1.0,0.1620461561479028,Crec=2.5x,13.994876203691124,4.861187865827695,8.000000000000002,1.0,0.37423613762602637,2026-05-14 05:54
888evo5||Throttle valve control part||ELECTRICAL FAULT,23.299439025496866,BAJA,1.5894190653487734e-09,3.5732430127007343e-09,0.0,1.0,0.05634867851201572,0.13054375924373354,0.5211783791681441,IF=anomalía | CostoAlto,1.0719728984503558,0.11178914092953113,-1.9999999999999953,1.0,0.7695085720181605,2026-05-14 05:54
"888evo4||Coolant pump||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",23.0935285371442,BAJA,4.4727488011885074e-08,1.888039403206113e-07,1.0,0.3530006167194582,0.16038801155130494,0.0,0.06107920554745941,Cohorte=1.00x,56.641181812977486,3.145833323502604,2.000000000000003,1.0000000000000002,0.26618744763417773,2026-05-14 05:54
"888evo5||ACF valve||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",23.081076944525215,BAJA,3.191352291547854e-08,1.8494251701570234e-07,1.0,0.1785800252452085,0.08391934848114464,0.34059494861763545,0.014859959987229441,Cohorte=1.00x,55.48275482729692,2.2445844450553385,-1.4999999999999991,1.0000000000000002,0.13466197753486472,2026-05-14 05:54
"888G3||Thermostat housing||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",22.986178606321186,BAJA,6.056963389472576e-09,1.767686852012427e-08,1.0,0.320827091524343,0.0064373640385805625,0.1832778937393446,0.033551155728314505,Cohorte=1.00x,5.303060529521979,0.4260064250595739,0.5000000000000002,1.0000000000000002,0.2419263326461326,2026-05-14 05:54
888evo4||Coolant temperature sender||ELECTRICAL FAULT,22.954428053730165,BAJA,2.360323795717663e-08,3.2499999739583337e-07,1.0,0.3832423828232921,0.09494354723627878,0.0,0.06123321891333769,Cohorte=1.00x,97.49999873125002,1.6600944029881004,1.0000000000000018,1.0000000000000002,0.28899187955256994,2026-05-14 05:54
888evo5||Injector||ELECTRICAL FAULT,22.870811285919388,BAJA,6.29339148721705e-08,4.380711846480542e-08,1.0,0.1032093869600932,0.11087238615099158,0.37987490414053826,0.05612836864937472,Cohorte=1.00x,13.14213547373095,4.42635201267602,5.000000000000002,1.0000000000000002,0.07782718212254336,2026-05-14 05:54
"888G3||Crankcase breather||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",22.713255426877605,BAJA,2.128308562449827e-08,0.9999999966666666,0.0,0.046713258084955564,0.24906540462204615,0.11469928310735368,0.00651052878286881,CUSUM=299999997.5,299999997.5,1.4969103555897214,-0.9999999999999998,1.0,0.03522510259576417,2026-05-14 05:54
"888G3||Intake manifold pressure sender||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",22.41166056194653,BAJA,1.005365070407408e-08,5.118446128701363e-09,1.0,0.04475984665470457,0.34101745564522623,0.2675427625287806,0.0037568961017348324,Cohorte=1.00x,1.5355338309327398,0.7071067661865482,-0.5000000000000003,1.0000000000000002,0.03375209213014455,2026-05-14 05:54
211evo2||Camshaft adjuster||ELECTRICAL FAULT,22.352277204731546,BAJA,4.15750598305369e-09,8.407822566943284e-08,1.0,0.2941296226382483,0.15811625348152167,0.0,0.09636368606349088,Cohorte=1.00x,25.22346757471251,0.29241125414144475,-0.4999999999999999,1.0000000000000002,0.22179455166760184,2026-05-14 05:54
"888evo4||Throttle valve control part||MECHANICAL FAULT,CRACKED, DEFORMED, DAMAGED",22.067637407224165,BAJA,7.050788264959314e-09,5.829776247634484e-08,1.0,0.277910331252883,0.05650032156293484,0.07869839613202104,0.10422207704200788,Cohorte=1.00x,17.48932865545681,0.49590544130214165,1.5000000000000004,1.0000000000000002,0.20956405808821932,2026-05-14 05:54
888G3||Oil drain plug||LEAKING,21.9932155050618,BAJA,0.4739336492890963,0.3333333316666667,0.0,0.048419446624122876,0.1510371893025983,0.34714978333849195,0.0019053329477374912,Normal,99999999.0,33333333.333333325,-8.498442808297854e-17,1.0,0.036511689505000576,2026-05-14 05:54
211evo2||Engine wiring loom||ELECTRICAL FAULT,21.96074605358524,BAJA,2.3616319076717167e-08,2.8521163876285975e-08,1.0,0.16350634021108246,0.22449268638913356,0.0,0.24202630254977114,Cohorte=1.00x,8.556349120104047,1.6610144417291182,-2.000000000000001,1.0000000000000002,0.12329535222139021,2026-05-14 05:54
